hgnc_symbol,hgnc_id,go_name,go_id,go_domain,ncon_gene,ncon_go,mean_padj,cilow_padj,ciupp_padj,mean_pval,cilow_pval,ciupp_pval,mean_sim,sem_sim
ACADM,89,mitochondrial membrane,GO:0031966,cellular component,32.0,4.0,3.049e-02,2.097e-02,4.432e-02,2.427e-02,1.429e-02,4.122e-02,8.501e-01,1.281e-02
ACADM,89,axon,GO:0030424,cellular component,32.0,9.0,3.118e-02,2.528e-02,3.847e-02,2.685e-02,2.062e-02,3.496e-02,8.400e-01,6.449e-03
ACADM,89,medium-chain-acyl-CoA dehydrogenase activity,GO:0070991,molecular function,32.0,2.0,2.070e-02,1.174e-02,3.651e-02,5.156e-03,1.907e-03,1.394e-02,9.500e-01,7.498e-03
ACADM,89,acyl-CoA dehydrogenase activity,GO:0003995,molecular function,32.0,8.0,2.965e-02,1.605e-02,5.477e-02,2.527e-02,9.048e-03,7.060e-02,8.443e-01,2.373e-02
ACADM,89,identical protein binding,GO:0042802,molecular function,32.0,35.0,3.101e-02,2.119e-02,4.538e-02,2.723e-02,1.648e-02,4.500e-02,8.386e-01,1.235e-02
ACAT2,94,fatty acid beta-oxidation,GO:0006635,biological process,27.0,9.0,3.253e-02,2.486e-02,4.257e-02,1.086e-02,7.661e-03,1.540e-02,9.176e-01,5.035e-03
ACAT2,94,mitochondrion,GO:0005739,cellular component,27.0,35.0,3.253e-02,2.486e-02,4.257e-02,1.368e-02,8.967e-03,2.086e-02,9.020e-01,7.205e-03
ACAT2,94,nucleolus,GO:0005730,cellular component,27.0,18.0,3.665e-02,3.141e-02,4.276e-02,2.555e-02,1.931e-02,3.379e-02,8.451e-01,6.867e-03
ACAT2,94,cytosol,GO:0005829,cellular component,27.0,76.0,3.665e-02,3.141e-02,4.276e-02,2.644e-02,2.406e-02,2.906e-02,8.414e-01,2.261e-03
ACAT2,94,nucleoplasm,GO:0005654,cellular component,27.0,51.0,3.665e-02,3.141e-02,4.276e-02,3.107e-02,2.491e-02,3.876e-02,8.251e-01,5.468e-03
ACAT2,94,extracellular exosome,GO:0070062,cellular component,27.0,77.0,3.665e-02,3.141e-02,4.276e-02,3.239e-02,2.506e-02,4.185e-02,8.208e-01,6.260e-03
ACAT2,94,cytoplasm,GO:0005737,cellular component,27.0,78.0,3.665e-02,3.141e-02,4.276e-02,3.367e-02,2.581e-02,4.392e-02,8.169e-01,6.604e-03
ACAT2,94,acetyl-CoA C-acetyltransferase activity,GO:0003985,molecular function,27.0,3.0,2.787e-02,1.676e-02,4.634e-02,5.106e-03,1.067e-03,2.444e-02,9.470e-01,1.251e-02
ACAT2,94,acetyl-CoA C-acyltransferase activity,GO:0003988,molecular function,27.0,3.0,2.928e-02,2.018e-02,4.251e-02,8.580e-03,3.064e-03,2.403e-02,9.275e-01,1.255e-02
ACAT2,94,protein binding,GO:0005515,molecular function,27.0,347.0,3.746e-02,3.358e-02,4.179e-02,3.746e-02,3.358e-02,4.179e-02,8.059e-01,2.788e-03
ACKR2,1565,,,,nan,nan,,,,,,,,
ACLY,115,oxaloacetate metabolic process,GO:0006107,biological process,38.0,6.0,2.913e-02,2.663e-02,3.186e-02,9.878e-03,2.623e-03,3.719e-02,9.162e-01,1.922e-02
ACLY,115,acetyl-CoA biosynthetic process,GO:0006085,biological process,38.0,8.0,2.966e-02,2.572e-02,3.420e-02,1.212e-02,8.198e-03,1.792e-02,9.106e-01,5.802e-03
ACLY,115,citrate metabolic process,GO:0006101,biological process,38.0,4.0,2.966e-02,2.572e-02,3.420e-02,1.593e-02,1.358e-02,1.870e-02,8.909e-01,3.319e-03
ACLY,115,lipid biosynthetic process,GO:0008610,biological process,38.0,20.0,3.045e-02,2.597e-02,3.569e-02,1.652e-02,7.170e-03,3.806e-02,8.845e-01,1.803e-02
ACLY,115,fatty acid biosynthetic process,GO:0006633,biological process,38.0,16.0,3.128e-02,2.518e-02,3.885e-02,2.418e-02,1.465e-02,3.990e-02,8.506e-01,1.216e-02
ACLY,115,membrane,GO:0016020,cellular component,38.0,58.0,2.966e-02,2.572e-02,3.420e-02,1.996e-02,1.862e-02,2.140e-02,8.702e-01,1.588e-03
ACLY,115,cytosol,GO:0005829,cellular component,38.0,76.0,2.966e-02,2.572e-02,3.420e-02,2.045e-02,1.677e-02,2.493e-02,8.677e-01,4.703e-03
ACLY,115,extracellular exosome,GO:0070062,cellular component,38.0,77.0,2.966e-02,2.572e-02,3.420e-02,2.109e-02,1.479e-02,3.007e-02,8.643e-01,8.609e-03
ACLY,115,nucleoplasm,GO:0005654,cellular component,38.0,51.0,3.299e-02,2.671e-02,4.074e-02,2.578e-02,1.448e-02,4.590e-02,8.441e-01,1.400e-02
ACLY,115,plasma membrane,GO:0005886,cellular component,38.0,61.0,3.478e-02,2.981e-02,4.059e-02,3.180e-02,2.362e-02,4.281e-02,8.227e-01,7.329e-03
ACLY,115,ATP citrate synthase activity,GO:0003878,molecular function,38.0,2.0,2.913e-02,2.663e-02,3.186e-02,5.381e-03,3.135e-03,9.239e-03,9.500e-01,4.554e-03
ACLY,115,protein binding,GO:0005515,molecular function,38.0,347.0,3.503e-02,2.847e-02,4.310e-02,3.236e-02,2.058e-02,5.087e-02,8.208e-01,1.106e-02
ACOXL,25621,,,,nan,nan,,,,,,,,
ACSS2,15814,lipid biosynthetic process,GO:0008610,biological process,37.0,20.0,3.216e-02,1.503e-02,6.884e-02,1.886e-02,5.314e-03,6.694e-02,8.710e-01,2.899e-02
ACSS2,15814,intracellular membrane-bounded organelle,GO:0043231,cellular component,37.0,48.0,2.657e-02,2.122e-02,3.328e-02,1.851e-02,1.205e-02,2.843e-02,8.767e-01,9.626e-03
ACSS2,15814,cytosol,GO:0005829,cellular component,37.0,76.0,2.657e-02,2.122e-02,3.328e-02,1.946e-02,1.420e-02,2.666e-02,8.725e-01,7.391e-03
ACSS2,15814,nucleoplasm,GO:0005654,cellular component,37.0,51.0,2.688e-02,2.091e-02,3.454e-02,2.263e-02,1.275e-02,4.017e-02,8.571e-01,1.371e-02
ACSS2,15814,acetate-CoA ligase activity,GO:0003987,molecular function,37.0,3.0,3.668e-02,1.109e-02,1.214e-01,1.565e-02,1.108e-03,2.208e-01,8.687e-01,5.724e-02
ACSS3,24723,mitochondrial matrix,GO:0005759,cellular component,24.0,6.0,8.306e-03,6.512e-03,1.059e-02,4.153e-03,3.256e-03,5.297e-03,9.590e-01,1.846e-03
ACSS3,24723,propionate-CoA ligase activity,GO:0050218,molecular function,24.0,3.0,2.252e-02,1.662e-03,3.051e-01,2.252e-02,1.662e-03,3.051e-01,8.407e-01,6.481e-02
ACTR3B,17256,extracellular exosome,GO:0070062,cellular component,3.0,77.0,2.603e-02,8.179e-03,8.286e-02,2.250e-02,8.382e-03,6.040e-02,8.562e-01,2.320e-02
ACTR3B,17256,actin filament binding,GO:0051015,molecular function,3.0,6.0,2.346e-02,6.359e-03,8.657e-02,1.862e-02,2.942e-03,1.179e-01,8.659e-01,3.941e-02
ACYP2,180,identical protein binding,GO:0042802,molecular function,8.0,35.0,5.059e-02,4.492e-02,5.698e-02,2.303e-02,1.240e-02,4.277e-02,8.549e-01,1.477e-02
ACYP2,180,protein binding,GO:0005515,molecular function,8.0,347.0,5.059e-02,4.492e-02,5.698e-02,3.808e-02,2.334e-02,6.214e-02,8.036e-01,1.255e-02
ACYP2,180,acylphosphatase activity,GO:0003998,molecular function,8.0,2.0,6.003e-02,3.317e-02,1.086e-01,6.003e-02,3.317e-02,1.086e-01,7.523e-01,1.725e-02
ADAL,31853,,,,nan,nan,,,,,,,,
ADAM12,190,positive regulation of angiogenesis,GO:0045766,biological process,7.0,12.0,8.360e-02,7.092e-02,9.854e-02,3.838e-02,1.313e-02,1.122e-01,8.010e-01,2.840e-02
ADAM12,190,plasma membrane,GO:0005886,cellular component,7.0,61.0,8.360e-02,7.092e-02,9.854e-02,7.421e-02,5.087e-02,1.083e-01,7.272e-01,1.154e-02
ADAM12,190,nucleoplasm,GO:0005654,cellular component,7.0,51.0,8.360e-02,7.092e-02,9.854e-02,7.727e-02,6.242e-02,9.565e-02,7.224e-01,6.490e-03
ADAM12,190,SH3 domain binding,GO:0017124,molecular function,7.0,2.0,8.360e-02,7.092e-02,9.854e-02,7.426e-02,4.703e-02,1.172e-01,7.268e-01,1.365e-02
ADAM9,216,,,,nan,nan,,,,,,,,
ADAMTS1,217,positive regulation of vascular smooth muscle cell proliferation,GO:1904707,biological process,5.0,3.0,9.699e-02,5.307e-02,1.773e-01,3.790e-02,3.232e-02,4.444e-02,8.046e-01,4.003e-03
ADAMTS1,217,positive regulation of G1/S transition of mitotic cell cycle,GO:1900087,biological process,5.0,7.0,1.262e-01,6.718e-02,2.370e-01,9.744e-02,3.254e-02,2.918e-01,6.867e-01,3.634e-02
ADAMTS1,217,positive regulation of vascular associated smooth muscle cell migration,GO:1904754,biological process,5.0,4.0,1.589e-01,4.481e-02,5.634e-01,1.261e-01,1.623e-02,9.797e-01,6.361e-01,6.901e-02
ADAMTS1,217,collagen-containing extracellular matrix,GO:0062023,cellular component,5.0,36.0,1.104e-01,7.215e-02,1.689e-01,7.328e-02,5.830e-02,9.211e-02,7.291e-01,6.996e-03
ADAMTS3,219,protein processing,GO:0016485,biological process,9.0,19.0,7.362e-02,5.000e-02,1.084e-01,2.381e-02,5.473e-03,1.036e-01,8.480e-01,3.486e-02
ADAMTS3,219,positive regulation of vascular endothelial growth factor signaling pathway,GO:1900748,biological process,9.0,4.0,1.004e-01,2.998e-02,3.359e-01,4.585e-02,3.847e-03,5.466e-01,7.681e-01,7.250e-02
ADAMTS3,219,collagen biosynthetic process,GO:0032964,biological process,9.0,3.0,1.133e-01,5.809e-02,2.211e-01,8.864e-02,3.690e-02,2.129e-01,7.013e-01,2.931e-02
ADAMTS3,219,vascular endothelial growth factor production,GO:0010573,biological process,9.0,2.0,1.505e-01,3.089e-02,7.330e-01,1.262e-01,1.927e-02,8.258e-01,6.337e-01,7.878e-02
ADAMTS3,219,extracellular space,GO:0005615,cellular component,9.0,43.0,6.788e-02,5.089e-02,9.054e-02,2.246e-02,1.326e-02,3.805e-02,8.580e-01,1.267e-02
ADAMTS3,219,extracellular exosome,GO:0070062,cellular component,9.0,77.0,9.163e-02,7.594e-02,1.106e-01,5.205e-02,3.490e-02,7.764e-02,7.696e-01,1.076e-02
ADAMTS3,219,endopeptidase activity,GO:0004175,molecular function,9.0,11.0,6.788e-02,5.089e-02,9.054e-02,1.936e-02,9.660e-03,3.879e-02,8.709e-01,1.501e-02
ADAMTS3,219,protein binding,GO:0005515,molecular function,9.0,347.0,1.675e-01,1.497e-01,1.874e-01,1.522e-01,1.120e-01,2.068e-01,6.243e-01,1.176e-02
ADAMTS9,13202,,,,nan,nan,,,,,,,,
ADAMTSL2,14631,negative regulation of transforming growth factor beta receptor signaling pathway,GO:0030512,biological process,3.0,7.0,8.572e-02,2.174e-02,3.380e-01,5.400e-02,6.379e-03,4.571e-01,7.516e-01,6.618e-02
ADAMTSL2,14631,protein binding,GO:0005515,molecular function,3.0,347.0,1.821e-01,1.682e-01,1.971e-01,1.737e-01,1.509e-01,2.000e-01,6.029e-01,5.705e-03
ADCYAP1R1,242,intracellular membrane-bounded organelle,GO:0043231,cellular component,17.0,48.0,1.444e-01,8.087e-02,2.578e-01,5.290e-02,3.351e-02,8.350e-02,7.677e-01,1.271e-02
ADCYAP1R1,242,receptor complex,GO:0043235,cellular component,17.0,29.0,1.444e-01,8.087e-02,2.578e-01,6.246e-02,1.032e-02,3.779e-01,7.403e-01,4.992e-02
ADCYAP1R1,242,neuron projection,GO:0043005,cellular component,17.0,22.0,1.747e-01,6.973e-02,4.376e-01,1.531e-01,5.977e-02,3.920e-01,6.194e-01,3.678e-02
ADCYAP1R1,242,protein binding,GO:0005515,molecular function,17.0,347.0,1.507e-01,8.679e-02,2.617e-01,7.567e-02,3.568e-02,1.604e-01,7.228e-01,2.327e-02
ADCYAP1R1,242,peptide hormone binding,GO:0017046,molecular function,17.0,12.0,1.548e-01,8.901e-02,2.693e-01,1.012e-01,4.328e-02,2.364e-01,6.832e-01,2.767e-02
ADCYAP1R1,242,G protein-coupled peptide receptor activity,GO:0008528,molecular function,17.0,28.0,2.777e-01,4.472e-02,1.724e+00,2.760e-01,4.398e-02,1.732e+00,4.619e-01,1.257e-01
ADGRD1,19893,,,,nan,nan,,,,,,,,
ADORA1,262,plasma membrane,GO:0005886,cellular component,14.0,61.0,2.838e-02,1.979e-02,4.068e-02,2.052e-02,1.640e-02,2.566e-02,8.672e-01,5.485e-03
ADORA1,262,protein binding,GO:0005515,molecular function,14.0,347.0,2.838e-02,1.979e-02,4.068e-02,2.838e-02,1.979e-02,4.068e-02,8.343e-01,8.794e-03
ADRA1B,278,norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure,GO:0001994,biological process,29.0,2.0,1.186e-01,3.448e-02,4.081e-01,2.092e-02,5.103e-03,8.575e-02,8.600e-01,3.145e-02
ADRA1B,278,phospholipase C-activating G protein-coupled receptor signaling pathway,GO:0007200,biological process,29.0,10.0,1.209e-01,3.393e-02,4.306e-01,2.870e-02,3.438e-03,2.396e-01,8.224e-01,4.786e-02
ADRA1B,278,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,GO:0007188,biological process,29.0,5.0,1.209e-01,3.393e-02,4.306e-01,3.401e-02,4.120e-03,2.807e-01,8.060e-01,4.905e-02
ADRA1B,278,adenylate cyclase-activating adrenergic receptor signaling pathway,GO:0071880,biological process,29.0,4.0,1.209e-01,3.393e-02,4.306e-01,4.251e-02,4.553e-03,3.969e-01,7.815e-01,5.480e-02
ADRA1B,278,positive regulation of vasoconstriction,GO:0045907,biological process,29.0,4.0,1.650e-01,3.503e-02,7.769e-01,5.428e-02,2.416e-03,1.219e+00,7.314e-01,1.060e-01
ADRA1B,278,positive regulation of MAPK cascade,GO:0043410,biological process,29.0,13.0,1.701e-01,1.471e-01,1.967e-01,4.595e-02,1.922e-02,1.098e-01,7.823e-01,2.248e-02
ADRA1B,278,positive regulation of smooth muscle contraction,GO:0045987,biological process,29.0,8.0,1.934e-01,5.425e-02,6.898e-01,6.564e-02,3.165e-03,1.361e+00,7.051e-01,1.100e-01
ADRA1B,278,positive regulation of cytosolic calcium ion concentration,GO:0007204,biological process,29.0,11.0,2.197e-01,1.248e-01,3.868e-01,1.362e-01,3.978e-02,4.664e-01,6.354e-01,4.430e-02
ADRA1B,278,glucose homeostasis,GO:0042593,biological process,29.0,5.0,2.445e-01,1.738e-01,3.439e-01,1.607e-01,1.132e-01,2.283e-01,6.152e-01,1.380e-02
ADRA1B,278,behavior,GO:0007610,biological process,29.0,28.0,2.955e-01,5.032e-02,1.735e+00,1.811e-01,1.286e-02,2.551e+00,5.185e-01,1.570e-01
ADRA1B,278,cell-cell signaling,GO:0007267,biological process,29.0,35.0,3.353e-01,1.026e-01,1.096e+00,2.642e-01,3.929e-02,1.777e+00,4.943e-01,8.761e-02
ADRA1B,278,integral component of plasma membrane,GO:0005887,cellular component,29.0,28.0,2.024e-01,1.374e-01,2.980e-01,6.472e-02,8.689e-03,4.821e-01,7.337e-01,5.600e-02
ADRA1B,278,plasma membrane,GO:0005886,cellular component,29.0,61.0,2.167e-01,1.240e-01,3.787e-01,1.218e-01,3.712e-02,3.997e-01,6.533e-01,4.137e-02
ADRA1B,278,nucleus,GO:0005634,cellular component,29.0,81.0,2.409e-01,1.268e-01,4.577e-01,1.789e-01,5.409e-02,5.919e-01,5.897e-01,4.761e-02
ADRA1B,278,nuclear membrane,GO:0031965,cellular component,29.0,6.0,2.434e-01,1.595e-01,3.715e-01,1.605e-01,6.289e-02,4.095e-01,6.116e-01,3.675e-02
ADRA1B,278,cytoplasm,GO:0005737,cellular component,29.0,78.0,2.477e-01,1.318e-01,4.656e-01,2.031e-01,8.304e-02,4.968e-01,5.702e-01,3.733e-02
ADRA1B,278,protein heterodimerization activity,GO:0046982,molecular function,29.0,8.0,2.024e-01,1.374e-01,2.980e-01,1.106e-01,9.226e-02,1.326e-01,6.734e-01,6.476e-03
ADRA1B,278,protein binding,GO:0005515,molecular function,29.0,347.0,2.189e-01,1.257e-01,3.812e-01,1.506e-01,7.000e-02,3.241e-01,6.238e-01,2.898e-02
ADRA1B,278,alpha1-adrenergic receptor activity,GO:0004937,molecular function,29.0,2.0,2.246e-01,1.221e-01,4.132e-01,1.389e-01,3.716e-02,5.188e-01,6.316e-01,4.681e-02
ADRA1B,278,adrenergic receptor activity,GO:0004935,molecular function,29.0,4.0,2.756e-01,1.701e-01,4.465e-01,2.275e-01,9.527e-02,5.433e-01,5.487e-01,3.822e-02
AGFG2,5177,,,,nan,nan,,,,,,,,
AGL,321,glycogen catabolic process,GO:0005980,biological process,18.0,6.0,5.137e-02,2.273e-02,1.161e-01,2.198e-02,2.362e-03,2.045e-01,8.485e-01,5.439e-02
AGL,321,cytoplasm,GO:0005737,cellular component,18.0,78.0,4.633e-02,3.098e-02,6.929e-02,4.167e-02,2.815e-02,6.171e-02,7.942e-01,1.009e-02
AGL,321,"amylo-alpha-1,6-glucosidase activity",GO:0004135,molecular function,18.0,3.0,4.451e-02,3.082e-02,6.429e-02,2.233e-02,8.002e-03,6.229e-02,8.575e-01,2.473e-02
AGL,321,4-alpha-glucanotransferase activity,GO:0004134,molecular function,18.0,3.0,4.633e-02,3.098e-02,6.929e-02,3.149e-02,2.026e-02,4.894e-02,8.237e-01,1.082e-02
AGL,321,protein binding,GO:0005515,molecular function,18.0,347.0,4.633e-02,3.098e-02,6.929e-02,3.185e-02,1.418e-02,7.155e-02,8.218e-01,2.044e-02
AGT,333,positive regulation of peptidyl-tyrosine phosphorylation,GO:0050731,biological process,61.0,8.0,7.954e-02,6.580e-02,9.615e-02,1.420e-02,6.542e-03,3.084e-02,8.966e-01,1.444e-02
AGT,333,positive regulation of phosphatidylinositol 3-kinase signaling,GO:0014068,biological process,61.0,5.0,7.954e-02,6.580e-02,9.615e-02,1.767e-02,8.014e-03,3.895e-02,8.784e-01,1.625e-02
AGT,333,positive regulation of activation of Janus kinase activity,GO:0010536,biological process,61.0,5.0,7.954e-02,6.580e-02,9.615e-02,2.579e-02,1.436e-02,4.630e-02,8.439e-01,1.427e-02
AGT,333,positive regulation of endothelial cell migration,GO:0010595,biological process,61.0,6.0,7.954e-02,6.580e-02,9.615e-02,2.759e-02,2.177e-02,3.496e-02,8.372e-01,5.756e-03
AGT,333,positive regulation of protein tyrosine kinase activity,GO:0061098,biological process,61.0,7.0,7.972e-02,6.555e-02,9.695e-02,2.563e-02,1.051e-02,6.253e-02,8.439e-01,2.116e-02
AGT,333,negative regulation of neurotrophin TRK receptor signaling pathway,GO:0051387,biological process,61.0,4.0,8.195e-02,7.105e-02,9.452e-02,3.492e-02,9.676e-03,1.260e-01,8.111e-01,3.173e-02
AGT,333,G protein-coupled receptor signaling pathway,GO:0007186,biological process,61.0,43.0,8.291e-02,6.451e-02,1.066e-01,2.937e-02,1.289e-02,6.693e-02,8.306e-01,2.034e-02
AGT,333,positive regulation of branching involved in ureteric bud morphogenesis,GO:0090190,biological process,61.0,5.0,8.291e-02,6.451e-02,1.066e-01,3.191e-02,1.355e-02,7.511e-02,8.218e-01,2.153e-02
AGT,333,regulation of cardiac conduction,GO:1903779,biological process,61.0,11.0,8.528e-02,6.346e-02,1.146e-01,5.219e-02,2.055e-02,1.325e-01,7.675e-01,2.499e-02
AGT,333,regulation of extracellular matrix assembly,GO:1901201,biological process,61.0,6.0,8.624e-02,6.306e-02,1.179e-01,5.211e-02,2.210e-02,1.229e-01,7.679e-01,2.314e-02
AGT,333,"positive regulation of transcription, DNA-templated",GO:0045893,biological process,61.0,35.0,8.785e-02,5.957e-02,1.296e-01,5.016e-02,1.660e-02,1.515e-01,7.712e-01,3.084e-02
AGT,333,positive regulation of epidermal growth factor receptor signaling pathway,GO:0045742,biological process,61.0,7.0,9.137e-02,6.255e-02,1.335e-01,6.373e-02,2.991e-02,1.358e-01,7.444e-01,2.265e-02
AGT,333,positive regulation of gap junction assembly,GO:1903598,biological process,61.0,3.0,9.206e-02,8.587e-02,9.869e-02,6.133e-02,3.823e-02,9.841e-02,7.503e-01,1.338e-02
AGT,333,negative regulation of endopeptidase activity,GO:0010951,biological process,61.0,9.0,9.434e-02,6.260e-02,1.422e-01,3.968e-02,6.226e-03,2.529e-01,7.922e-01,5.112e-02
AGT,333,positive regulation of cellular protein metabolic process,GO:0032270,biological process,61.0,9.0,1.019e-01,8.972e-02,1.157e-01,8.339e-02,6.563e-02,1.060e-01,7.126e-01,7.394e-03
AGT,333,regulation of blood pressure,GO:0008217,biological process,61.0,8.0,1.030e-01,5.047e-02,2.102e-01,7.796e-02,2.688e-02,2.261e-01,7.170e-01,3.381e-02
AGT,333,positive regulation of extrinsic apoptotic signaling pathway,GO:2001238,biological process,61.0,5.0,1.043e-01,6.496e-02,1.676e-01,5.258e-02,4.745e-03,5.826e-01,7.550e-01,6.313e-02
AGT,333,renal system process,GO:0003014,biological process,61.0,14.0,1.087e-01,4.247e-02,2.780e-01,7.444e-02,1.529e-02,3.624e-01,7.176e-01,5.232e-02
AGT,333,kidney development,GO:0001822,biological process,61.0,5.0,1.158e-01,5.510e-02,2.435e-01,9.495e-02,2.776e-02,3.247e-01,6.893e-01,3.877e-02
AGT,333,positive regulation of cholesterol esterification,GO:0010873,biological process,61.0,4.0,1.382e-01,1.063e-01,1.797e-01,1.318e-01,9.272e-02,1.873e-01,6.468e-01,1.284e-02
AGT,333,extracellular space,GO:0005615,cellular component,61.0,43.0,7.954e-02,6.580e-02,9.615e-02,2.917e-02,2.463e-02,3.454e-02,8.316e-01,4.165e-03
AGT,333,collagen-containing extracellular matrix,GO:0062023,cellular component,61.0,36.0,8.431e-02,6.726e-02,1.057e-01,4.022e-02,3.173e-02,5.098e-02,7.984e-01,5.974e-03
AGT,333,extracellular exosome,GO:0070062,cellular component,61.0,77.0,9.535e-02,8.703e-02,1.045e-01,6.517e-02,4.587e-02,9.259e-02,7.432e-01,1.017e-02
AGT,333,blood microparticle,GO:0072562,cellular component,61.0,8.0,9.535e-02,8.703e-02,1.045e-01,6.721e-02,4.855e-02,9.306e-02,7.396e-01,9.578e-03
AGT,333,extracellular region,GO:0005576,cellular component,61.0,17.0,1.025e-01,8.409e-02,1.249e-01,8.291e-02,5.629e-02,1.221e-01,7.130e-01,1.202e-02
AGT,333,type 1 angiotensin receptor binding,GO:0031702,molecular function,61.0,2.0,7.954e-02,6.580e-02,9.615e-02,2.134e-02,1.185e-02,3.841e-02,8.631e-01,1.421e-02
AGT,333,type 2 angiotensin receptor binding,GO:0031703,molecular function,61.0,2.0,7.954e-02,6.580e-02,9.615e-02,2.203e-02,1.083e-02,4.480e-02,8.597e-01,1.723e-02
